
162,12.0,156,1.18,0.0438,0.00219,28.1,0.500
164,11.0,126,0.00,0.0495,0.00214,25.4,1.00
168,19.0,0.00,-,-,-,-,-
170,13.0,155,219,0.0872,0.00272,31.4,0.846
171,27.0,493,0.00,0.144,0.00902,90.3,1.00
172,14.0,0.00,-,-,-,-,-
180,8.00,123,0.00,0.0369,0.00182,28.6,1.00
184,28.0,0.00,-,-,-,-,-
186,13.0,0.00,-,-,-,-,-
187,22.0,364,0.00,0.0955,0.00708,98.2,1.00
193,11.0,109,172,0.0382,0.00199,22.0,0.909
197,8.00,118,0.00,0.0391,0.00182,22.8,1.00
199,11.0,134,0.00,0.0428,0.00323,23.9,1.00
201,11.0,182,0.00,0.0465,0.00199,27.0,1.00
204,17.0,0.00,-,-,-,-,-
215,8.00,98.0,0.00,0.0326,0.00212,28.0,1.00
218,6.00,70.0,0.00,0.0219,0.00168,16.2,1.00
221,10.0,128,0.00,0.0349,0.00180,29.9,1.00
222,9.00,124,0.00,0.0363,0.00252,27.5,1.00
224,3.00,19.0,0.00,0.00348,0.00202,12.4,1.00
231,16.0,211,0.00,0.0579,0.00393,40.5,1.00
234,13.0,165,0.00,0.0471,0.00678,32.4,1.00
235,9.00,117,0.00,0.0369,0.00356,20.5,1.00
243,10.0,123,0.00,0.0633,0.00243,26.5,1.00
246,13.0,174,0.00,0.0848,0.00313,42.6,1.00
250,55.0,0.00,-,-,-,-,-
254,14.0,202,0.00,0.0543,0.00387,45.8,1.00
255,14.0,206,0.00,0.0571,0.00518,36.2,1.00
256,13.0,201,0.00,0.0693,0.00520,32.7,1.00
258,6.00,0.00,-,-,-,-,-
266,9.00,165,0.00,0.140,0.0222,44.6,1.00
271,34.0,650,0.00,0.184,0.00992,115,1.00
274,8.00,106,0.00,0.0293,0.00143,19.6,1.00
276,55.0,654,0.494,0.316,0.00904,124,0.945
277,9.00,113,0.00,0.0350,0.00178,36.5,1.00
281,12.0,165,0.00,0.0466,0.00342,32.3,1.00
282,13.0,163,0.00,0.0485,0.00431,35.1,1.00
283,19.0,282,145,0.0711,0.00421,72.0,0.895
288,14.0,184,0.00,0.0447,0.00461,40.1,1.00
289,15.0,268,0.00,0.0713,0.00353,44.5,1.00
291,12.0,155,0.00,0.0499,0.00399,26.5,1.00
298,14.0,205,0.00,0.0558,0.00995,55.9,1.00
301,7.00,90.0,0.00,0.0356,0.00392,18.9,1.00
302,7.00,83.0,0.00,0.0250,0.00358,17.8,1.00
304,12.0,174,1.18,0.0475,0.00611,35.4,0.250
308,11.0,137,0.00,0.0446,0.00514,36.4,1.00
314,48.0,805,0.00,0.334,0.0189,143,1.00
315,4.00,37.0,0.00,0.0101,0.00165,11.8,1.00
317,11.0,154,0.00,0.0719,0.00510,33.8,1.00
322,12.0,239,0.00,0.0557,0.00369,35.0,1.00
325,12.0,0.00,-,-,-,-,-
327,13.0,172,1.06e-13,0.0608,0.00367,31.5,1.00
328,3.00,19.0,0.00,0.00505,0.00325,9.25,1.00
331,16.0,260,0.00,0.0613,0.00426,42.5,1.00
336,8.00,132,0.00,0.0739,0.00192,23.1,1.00
341,6.00,45.0,0.00,0.0139,0.00468,15.3,1.00
350,11.0,196,0.00,0.0444,0.00534,30.1,1.00
351,13.0,166,0.00,0.0477,0.00291,29.4,1.00
362,22.0,364,0.00,0.0991,0.00651,55.5,1.00
367,23.0,363,0.00,0.139,0.00794,62.9,1.00
372,4.00,38.0,0.00,0.00781,0.00184,12.1,1.00
375,41.0,800,0.00,0.360,0.0164,133,1.00
385,6.00,0.00,-,-,-,-,-
386,15.0,241,0.00,0.124,0.00331,46.8,1.00
396,18.0,269,0.00,0.102,0.00992,53.5,1.00
398,14.0,204,0.00,0.0537,0.00956,42.5,1.00
402,12.0,178,0.00,0.0424,0.00289,28.6,1.00
405,22.0,366,0.00,0.0903,0.00841,72.4,1.00
408,13.0,171,0.00,0.0474,0.00501,29.7,1.00
409,26.0,372,0.718,0.103,0.00407,57.7,0.885
410,21.0,318,0.00,0.179,0.00880,63.1,1.00
411,15.0,212,0.00,0.0520,0.00217,44.3,1.00
413,10.0,111,0.00,0.0361,0.00290,24.2,1.00
414,12.0,130,5.87e-14,0.0512,0.00239,29.2,1.00
415,12.0,163,0.00,0.0443,0.00281,27.7,1.00
416,34.0,550,0.513,0.176,0.00760,125,0.941
431,16.0,213,9.15e-14,0.0762,0.00470,40.1,1.00
434,10.0,122,0.00,0.0351,0.00244,22.8,1.00
436,15.0,248,0.00,0.0664,0.00636,37.7,1.00
437,10.0,140,0.00,0.0515,0.00183,24.4,1.00
439,18.0,263,0.00,0.0716,0.00384,42.3,1.00
443,7.00,75.0,0.00,0.0272,0.00302,15.6,1.00
445,22.0,344,0.00,0.112,0.00681,111,1.00
449,11.0,197,0.00,0.0672,0.00258,37.0,1.00
450,3.00,19.0,0.00,0.00445,0.00216,9.83,1.00
452,8.00,128,0.00,0.0440,0.00421,22.4,1.00
453,11.0,135,0.00,0.0408,0.00417,26.0,1.00
459,22.0,359,0.00,0.0911,0.00447,56.9,1.00
460,13.0,232,0.829,0.0666,0.00884,46.7,0.846
462,17.0,239,3.45e-15,0.0669,0.00476,47.9,1.00
463,13.0,170,0.00,0.0458,0.00311,30.6,1.00
464,41.0,516,0.467,0.494,0.00767,95.1,0.951
467,16.0,0.00,-,-,-,-,-
474,11.0,0.00,-,-,-,-,-
475,9.00,166,0.00,0.0497,0.00610,33.3,1.00
476,15.0,226,220,0.0621,0.00236,37.6,0.867
477,9.00,131,0.00,0.0346,0.00242,24.0,1.00
480,11.0,123,0.00,0.0478,0.00223,24.9,1.00
481,17.0,251,0.00,0.0661,0.00519,43.4,1.00
488,7.00,72.0,0.00,0.0252,0.00473,19.9,1.00
489,11.0,125,0.00,0.0368,0.00222,27.0,1.00
491,13.0,182,0.00,0.0452,0.00328,33.2,1.00
494,13.0,180,0.00,0.0496,0.00554,36.1,1.00
503,13.0,180,0.829,0.0488,0.00456,34.2,0.846
507,9.00,0.00,-,-,-,-,-
510,9.00,131,0.00,0.115,0.00313,49.6,1.00
511,9.00,126,0.00,0.0374,0.00333,32.0,1.00
512,12.0,208,0.00,0.0476,0.00475,35.4,1.00
516,15.0,219,0.00,0.0811,0.00312,46.0,1.00
524,38.0,0.00,-,-,-,-,-
529,10.0,141,0.00,0.0490,0.0905,26.7,1.00
531,24.0,329,0.00,0.100,0.00797,61.6,1.00
540,4.00,36.0,0.00,0.0141,0.00223,12.1,1.00
542,15.0,0.00,-,-,-,-,-
544,10.0,139,0.00,0.0821,0.00203,29.6,1.00
546,17.0,265,0.00,0.0651,0.00407,49.7,1.00
547,7.00,85.0,0.00,0.0260,0.00240,27.1,1.00
552,7.00,115,0.00,0.0947,0.00338,26.5,1.00
557,6.00,72.0,0.00,0.0246,0.00288,19.0,1.00
565,5.00,46.0,0.00,0.0125,0.00797,13.8,1.00
567,41.0,0.00,-,-,-,-,-
569,9.00,113,0.00,0.109,0.0232,30.5,1.00
571,6.00,63.0,0.00,0.0470,0.0185,49.9,1.00
578,11.0,203,0.00,0.0490,0.00223,35.3,1.00
581,17.0,327,0.00,0.0873,0.00967,62.5,1.00
583,16.0,242,0.00,0.0889,0.00405,69.7,1.00
585,14.0,0.00,-,-,-,-,-
586,20.0,0.00,-,-,-,-,-
589,16.0,201,0.00,0.0637,0.00546,45.9,1.00
591,6.00,57.0,0.00,0.0209,0.00353,14.4,1.00
595,12.0,209,0.00,0.0547,0.00212,33.0,1.00
597,12.0,230,0.00,0.0593,0.00720,34.3,1.00
598,25.0,399,0.00,0.122,0.00597,67.6,1.00
603,12.0,171,0.00,0.0539,0.00359,29.0,1.00
606,17.0,271,0.888,0.0694,0.00372,45.9,0.824
609,30.0,466,0.546,0.164,0.00988,75.3,0.933
618,7.00,91.0,0.00,0.0285,0.00450,17.9,1.00
621,23.0,422,0.00,0.173,0.0129,70.5,1.00
625,5.00,44.0,0.00,0.0247,0.00507,15.5,1.00
630,7.00,68.0,0.00,0.0259,0.00861,18.9,1.00
632,13.0,161,137,0.0687,0.00455,36.4,0.846
633,16.0,269,0.00,0.0719,0.00315,51.2,1.00
640,22.0,376,0.00,0.103,0.00454,60.4,1.00
641,15.0,224,0.00,0.0626,0.00429,38.3,1.00
649,27.0,0.00,-,-,-,-,-
650,15.0,235,0.00,0.0622,0.00454,55.6,1.00
657,12.0,173,0.00,0.0444,0.00539,30.5,1.00
663,10.0,116,0.00,0.0384,0.00461,25.8,1.00
664,8.00,0.00,-,-,-,-,-
669,15.0,175,0.00,0.0563,0.00281,51.4,1.00
673,6.00,60.0,0.00,0.0200,0.00330,18.2,1.00
682,10.0,150,0.00,0.0733,0.00666,31.1,1.00
684,10.0,132,0.00,0.0521,0.00963,37.1,1.00
687,12.0,165,0.00,0.0754,0.00980,37.4,1.00
690,47.0,689,0.00,0.276,0.00781,135,1.00
694,32.0,585,0.528,0.177,0.00692,89.4,0.938
705,21.0,326,0.652,0.0941,0.00573,48.2,0.905
706,14.0,203,0.00,0.0624,0.00673,33.7,1.00
709,11.0,168,0.00,0.0421,0.00555,26.9,1.00
712,16.0,0.00,-,-,-,-,-
715,16.0,0.00,-,-,-,-,-
717,14.0,0.00,-,-,-,-,-
719,19.0,317,0.00,0.0732,0.00590,52.1,1.00
721,6.00,59.0,0.00,0.0180,0.00144,13.8,1.00
723,10.0,0.00,-,-,-,-,-
728,15.0,187,0.00,0.0802,0.00603,41.2,1.00
730,9.00,0.00,-,-,-,-,-
732,14.0,212,0.00,0.0564,0.00215,120,1.00
737,15.0,215,0.00,0.0652,0.00416,38.5,1.00
738,11.0,147,0.00,0.0433,0.00244,24.3,1.00
745,8.00,0.00,-,-,-,-,-
757,17.0,242,0.00,0.0737,0.00294,53.1,1.00
761,6.00,0.00,-,-,-,-,-
770,9.00,101,0.00,0.0305,0.00257,22.6,1.00
771,25.0,430,0.00,0.117,0.00946,63.6,1.00
774,14.0,190,0.00,0.0533,0.00431,31.8,1.00
775,27.0,427,0.00,0.125,0.00652,114,1.00
780,18.0,278,151,0.0622,0.00362,42.5,0.944
783,6.00,70.0,0.00,0.0242,0.00284,15.2,1.00
785,13.0,173,0.00,0.0465,0.00383,28.2,1.00
786,14.0,204,0.00,0.0472,0.00397,36.4,1.00
790,15.0,239,0.00,0.0568,0.00702,37.0,1.00
792,6.00,0.00,-,-,-,-,-
798,14.0,182,7.00e-14,0.0598,0.00507,32.9,1.00
815,7.00,80.0,0.00,0.0206,0.00739,16.6,1.00
823,18.0,301,69.3,0.0713,0.00588,49.9,0.944
824,10.0,152,0.00,0.0365,0.00400,23.2,1.00
825,17.0,260,0.00,0.0620,0.00370,39.8,1.00
831,16.0,253,0.00,0.0636,0.00389,37.4,1.00
832,25.0,0.00,-,-,-,-,-
838,8.00,127,0.00,0.0308,0.00167,26.0,1.00
842,12.0,169,0.00,0.0465,0.00244,31.2,1.00
843,18.0,261,8.37e-16,0.0714,0.00431,43.3,1.00
848,5.00,54.0,0.00,0.0120,0.00577,13.2,1.00
850,19.0,273,3.26e-15,0.0832,0.00346,48.9,1.00
851,8.00,99.0,0.00,0.0437,0.00196,22.1,1.00
852,14.0,210,0.00,0.0545,0.00253,35.0,1.00
858,10.0,128,0.00,0.0410,0.00214,22.8,1.00
863,16.0,0.00,-,-,-,-,-
866,8.00,91.0,0.00,0.0341,0.00532,21.4,1.00
870,14.0,0.00,-,-,-,-,-
877,13.0,181,0.00,0.0523,0.00305,37.9,1.00
882,3.00,19.0,0.00,0.00466,0.00209,9.40,1.00
885,9.00,0.00,-,-,-,-,-
889,31.0,435,0.537,0.141,0.00678,88.3,0.935
891,9.00,114,0.00,0.0448,0.00301,24.8,1.00
894,9.00,150,0.00,0.0431,0.00327,25.6,1.00
898,21.0,270,0.00,0.0790,0.00585,52.3,1.00
899,10.0,120,0.00,0.0409,0.00189,23.1,1.00
902,14.0,199,0.00,0.0516,0.00523,34.2,1.00
904,14.0,191,0.00,0.0507,0.00238,33.7,1.00
910,14.0,200,0.00,0.0511,0.00566,32.3,1.00
911,12.0,167,0.863,0.0451,0.00224,27.6,0.833
915,17.0,223,0.00,0.0750,0.00256,36.0,1.00
923,9.00,111,0.00,0.0344,0.00238,20.3,1.00
925,16.0,222,0.00,0.0550,0.00584,57.2,1.00
927,16.0,254,0.00,0.0657,0.00447,47.1,1.00
932,14.0,203,0.00,0.0575,0.00964,39.2,1.00
938,6.00,0.00,-,-,-,-,-
942,12.0,152,0.00,0.0496,0.00382,39.5,1.00
946,10.0,158,0.00,0.117,0.00180,38.8,1.00
949,9.00,123,0.00,0.0395,0.00258,26.8,1.00
952,8.00,108,0.00,0.0276,0.00387,22.1,1.00
953,34.0,590,0.513,0.258,0.00838,110,0.941
954,9.00,116,0.00,0.0983,0.00344,26.5,1.00
956,12.0,162,0.00,0.0433,0.00206,34.2,1.00
958,9.00,96.0,0.00,0.0346,0.00570,18.9,1.00
959,16.0,226,128,0.0954,0.0109,48.9,0.750
961,16.0,248,0.00,0.105,0.00511,55.5,1.00
966,15.0,0.00,-,-,-,-,-
971,23.0,363,0.00,0.270,0.00682,69.6,1.00
972,15.0,210,0.00,0.0595,0.00545,41.8,1.00
982,14.0,235,0.00,0.0538,0.00256,46.0,1.00
983,11.0,0.00,-,-,-,-,-
986,12.0,151,0.00,0.0482,0.00375,29.3,1.00
989,20.0,0.00,-,-,-,-,-
992,12.0,204,0.00,0.0492,0.00572,85.2,1.00
996,11.0,143,0.00,0.0378,0.00209,34.5,1.00
1001,16.0,194,0.00,0.0788,0.00520,60.6,1.00
1003,16.0,273,0.00,0.0605,0.00346,59.1,1.00
1004,15.0,233,0.00,0.0549,0.00329,36.4,1.00
1010,13.0,224,0.00,0.0539,0.00536,30.9,1.00
1013,14.0,0.00,-,-,-,-,-
1014,12.0,160,0.00,0.0416,0.00253,28.0,1.00
1015,18.0,260,7.65e-14,0.0716,0.00304,41.7,1.00
1018,9.00,149,0.00,0.0351,0.00240,22.5,1.00
1030,22.0,373,0.00,0.0837,0.00389,65.2,1.00
1034,12.0,225,0.00,0.0505,0.00272,30.5,1.00
1036,33.0,529,0.520,0.144,0.00647,78.0,0.939
1041,10.0,112,0.00,0.0348,0.00328,20.7,1.00
1042,25.0,454,0.00,0.128,0.00750,65.9,1.00
1043,14.0,198,0.00,0.0499,0.00532,57.6,1.00
1045,10.0,201,0.00,0.0443,0.00259,28.8,1.00
1046,30.0,591,0.00,0.145,0.00835,87.5,1.00
1047,10.0,104,1.23,0.0490,0.00170,25.9,0.100
1048,26.0,439,0.00,0.117,0.00769,83.8,1.00
1051,11.0,197,0.00,0.0432,0.00342,27.5,1.00
1052,11.0,123,0.00,0.0368,0.00426,32.3,1.00
1059,24.0,438,0.610,0.106,0.00569,86.5,0.917
1067,9.00,0.00,-,-,-,-,-
1069,13.0,0.00,-,-,-,-,-
1071,9.00,139,0.00,0.0351,0.00244,24.2,1.00
1074,21.0,295,0.00,0.0703,0.00353,46.1,1.00
1075,19.0,282,0.00,0.0673,0.00473,43.9,1.00
1076,36.0,639,0.498,0.227,0.0161,96.2,0.944
1082,21.0,372,0.00,0.0877,0.00536,55.3,1.00
1089,18.0,0.00,-,-,-,-,-
1091,13.0,164,0.00,0.0499,0.00569,46.0,1.00
1092,9.00,0.00,-,-,-,-,-
1102,15.0,228,0.00,0.0631,0.00422,43.4,1.00
1108,8.00,134,0.00,0.0343,0.00131,22.1,1.00
1117,6.00,58.0,0.00,0.0357,0.00502,14.4,1.00
1121,9.00,93.0,0.00,0.0297,0.00406,22.3,1.00
1125,16.0,200,0.00,0.0970,0.00391,54.1,1.00
1127,21.0,421,0.00,0.148,0.0186,67.0,1.00
1130,11.0,206,0.00,0.0471,0.00243,34.9,1.00
1132,17.0,220,0.00,0.0616,0.00274,43.3,1.00
1138,13.0,184,0.00,0.0459,0.00400,42.6,1.00
1144,26.0,466,0.00,0.252,0.0338,102,1.00
1146,8.00,108,0.00,0.0345,0.00224,27.2,1.00
1147,10.0,125,0.00,0.0342,0.00365,27.7,1.00
1149,9.00,94.0,0.704,0.0411,0.00121,25.8,0.889
1150,10.0,177,0.00,0.0596,0.00161,35.5,1.00
1151,3.00,19.0,0.00,0.00380,0.00375,13.3,1.00
1153,58.0,0.00,-,-,-,-,-
1156,21.0,361,0.652,0.125,0.00713,62.5,0.905
1158,19.0,280,0.00,0.0767,0.00566,57.2,1.00
1159,11.0,211,0.00,0.0663,0.00859,41.2,1.00
1163,14.0,222,0.00,0.191,0.0274,58.9,1.00
1166,6.00,0.00,-,-,-,-,-
1170,11.0,135,0.00,0.0496,0.00768,33.1,1.00
1171,6.00,0.00,-,-,-,-,-
1175,14.0,191,1.09e-13,0.0698,0.00222,39.3,1.00
1180,17.0,256,0.725,0.0605,0.00325,36.8,0.882
1184,10.0,0.00,-,-,-,-,-
1188,6.00,54.0,0.00,0.0262,0.00739,15.1,1.00
1198,18.0,325,0.00,0.0866,0.0108,47.7,1.00
1199,13.0,202,0.00,0.0623,0.00563,47.1,1.00
1202,5.00,47.0,0.00,0.0111,0.00162,14.6,1.00
1204,11.0,138,0.00,0.0575,0.00263,27.6,1.00
1207,11.0,201,0.00,0.0768,0.00400,33.6,1.00
1208,9.00,131,0.00,0.0476,0.00366,25.5,1.00
1209,8.00,91.0,0.00,0.0358,0.00983,24.4,1.00
1212,15.0,203,0.00,0.0578,0.00236,40.0,1.00
1214,6.00,0.00,-,-,-,-,-
1215,10.0,131,0.00,0.0394,0.00338,24.5,1.00
1223,15.0,214,0.00,0.0543,0.00447,34.6,1.00
1224,10.0,131,0.00,0.0341,0.00207,23.1,1.00
1226,5.00,56.0,0.00,0.0144,0.00250,12.9,1.00
1234,12.0,194,0.00,0.0542,0.00385,28.1,1.00
1235,9.00,131,0.00,0.0420,0.00212,20.9,1.00
1243,23.0,388,0.763,0.118,0.00814,55.4,0.870
1247,19.0,266,0.00,0.0645,0.00420,41.7,1.00
1249,7.00,82.0,0.00,0.0219,0.00518,16.1,1.00
1254,19.0,0.00,-,-,-,-,-
1259,15.0,193,0.00,0.0527,0.00287,31.4,1.00
1261,17.0,261,0.00,0.0654,0.00306,37.9,1.00
1264,19.0,256,0.00,0.0708,0.00575,64.4,1.00
1268,8.00,125,0.00,0.0403,0.00158,27.1,1.00
1269,19.0,278,0.00,0.0729,0.00642,64.5,1.00
1282,11.0,129,0.00,0.0354,0.00176,25.1,1.00
1284,17.0,286,0.00,0.0700,0.00503,47.9,1.00
1286,9.00,98.0,0.00,0.0321,0.00255,18.6,1.00
1293,5.00,45.0,0.00,0.0108,0.00431,17.7,1.00
1296,33.0,627,0.520,0.190,0.00855,106,0.939
1297,32.0,679,8.85e-14,0.269,0.0156,105,1.00
1298,17.0,251,0.00,0.0611,0.00253,44.3,1.00
1299,14.0,202,0.00,0.0560,0.00463,74.5,1.00
1304,5.00,48.0,0.00,0.0120,0.00351,13.7,1.00
1313,11.0,138,0.901,0.0432,0.00281,23.3,0.818
1318,33.0,0.00,-,-,-,-,-
1322,9.00,93.0,0.00,0.0415,0.00156,19.8,1.00
1324,10.0,152,0.00,0.0387,0.00234,23.6,1.00
1327,32.0,664,0.00,0.169,0.00898,95.2,1.00
1331,13.0,185,0.00,0.0460,0.00428,33.2,1.00
1337,15.0,240,0.00,0.398,0.00704,54.0,1.00
1338,18.0,278,0.00,0.128,0.00494,40.0,1.00
1341,25.0,451,0.00,0.135,0.00675,122,1.00
1343,7.00,82.0,0.00,0.0224,0.00553,17.4,1.00
1346,6.00,54.0,1.06,0.0210,0.00419,13.1,0.500
1354,17.0,223,0.00,0.0574,0.00401,39.5,1.00
1356,18.0,288,69.3,0.0683,0.00319,43.1,0.944
1363,16.0,200,0.00,0.0512,0.00435,43.7,1.00
1366,31.0,543,0.00,0.150,0.00659,125,1.00
1367,17.0,247,0.00,0.0619,0.00341,41.1,1.00
1368,5.00,50.0,0.00,0.0142,0.00210,12.6,1.00
1378,6.00,0.00,-,-,-,-,-
1379,3.00,19.0,0.00,0.00339,0.00335,10.5,1.00
1380,29.0,552,0.555,0.172,0.00646,105,0.931
1381,10.0,118,0.00,0.0378,0.00242,29.4,1.00
1385,15.0,223,0.00,0.0607,0.00637,33.4,1.00
1386,20.0,310,2.98e-14,0.0968,0.00648,67.9,1.00
1387,8.00,98.0,0.00,0.0352,0.00160,18.6,1.00
1389,21.0,0.00,-,-,-,-,-
1391,19.0,315,1.11,0.0708,0.00514,49.6,0.211
1397,9.00,135,0.00,0.0362,0.00244,21.5,1.00
1398,12.0,196,0.00,0.0474,0.00403,29.4,1.00
1403,8.00,93.0,0.00,0.0383,0.00150,23.1,1.00
1407,9.00,88.0,0.00,0.0287,0.00129,17.3,1.00
1409,12.0,139,0.00,0.0411,0.00248,24.1,1.00
1410,9.00,110,0.00,0.0339,0.00233,20.8,1.00
1414,36.0,670,0.00,0.191,0.00914,96.8,1.00
1416,22.0,295,1.71e-14,0.0804,0.00576,46.4,1.00
1435,18.0,224,0.00,0.0576,0.00267,40.7,1.00
1446,13.0,227,0.00,0.0826,0.00332,36.7,1.00
1447,11.0,155,0.00,0.0381,0.00352,33.2,1.00
1448,18.0,235,0.704,0.0686,0.00457,38.9,0.889
1453,16.0,244,0.00,0.0619,0.00484,39.7,1.00
1455,9.00,93.0,0.00,0.0340,0.00400,28.7,1.00
1459,7.00,80.0,0.00,0.0336,0.00561,18.2,1.00
1460,7.00,0.00,-,-,-,-,-
1467,13.0,232,0.00,0.0630,0.00210,56.1,1.00
1468,11.0,183,0.00,0.0687,0.00510,35.7,1.00
1485,9.00,127,0.00,0.0318,0.00179,20.9,1.00
1487,5.00,47.0,0.00,0.0122,0.00502,12.3,1.00
1488,4.00,35.0,0.00,0.00581,0.00227,11.2,1.00
1490,12.0,202,0.00,0.0869,0.00869,36.3,1.00
1497,6.00,0.00,-,-,-,-,-
1505,37.0,0.00,-,-,-,-,-
1508,4.00,36.0,0.00,0.00942,0.00197,12.1,1.00
1515,9.00,107,0.00,0.0645,0.00533,26.2,1.00
1516,16.0,0.00,-,-,-,-,-
1517,15.0,247,0.00,0.0914,0.00570,52.4,1.00
1518,14.0,302,0.00,0.0676,0.00577,51.4,1.00
1519,20.0,307,0.00,0.0915,0.0125,72.1,1.00
1520,9.00,123,0.00,0.0404,0.00548,25.8,1.00
1521,13.0,169,0.00,0.0588,0.0117,32.9,1.00
1522,7.00,87.0,0.00,0.0271,0.00901,26.8,1.00
1523,11.0,125,0.00,0.0516,0.00333,28.3,1.00
1525,22.0,0.00,-,-,-,-,-
1527,11.0,146,5.21e-14,0.0527,0.00245,30.8,1.00
1528,6.00,0.00,-,-,-,-,-
1541,12.0,160,0.00,0.0457,0.00205,30.4,1.00
1543,6.00,82.0,0.00,0.0222,0.00378,15.5,1.00
1545,16.0,224,0.00,0.0627,0.00344,42.3,1.00
1546,11.0,140,0.00,0.0467,0.00347,28.0,1.00
1547,15.0,171,0.00,0.0584,0.00292,32.3,1.00
1548,9.00,91.0,0.00,0.0371,0.00255,23.0,1.00
1553,3.00,19.0,0.00,0.00393,0.00244,10.3,1.00
1554,16.0,237,0.00,0.0908,0.00534,72.5,1.00
1555,30.0,480,0.00,0.247,0.00869,105,1.00
1557,19.0,255,0.00,0.0712,0.00441,43.5,1.00
1559,14.0,215,0.00,0.0567,0.00242,42.7,1.00
1563,6.00,61.0,0.00,0.0253,0.00248,20.9,1.00
1568,10.0,0.00,-,-,-,-,-
1572,6.00,57.0,0.00,0.0208,0.0112,17.2,1.00
1574,9.00,108,0.00,0.0369,0.00280,23.1,1.00
1582,6.00,62.0,0.00,0.0194,0.00206,16.3,1.00
1583,38.0,704,0.00,0.210,0.00877,153,1.00
1586,7.00,76.0,0.00,0.0239,0.00708,39.5,1.00
1590,9.00,133,0.00,0.0362,0.00358,26.3,1.00
1595,15.0,242,0.00,0.0575,0.00546,39.2,1.00
1596,12.0,149,0.00,0.0616,0.00218,33.7,1.00
1599,13.0,185,0.00,0.0567,0.00351,34.4,1.00
1600,8.00,108,0.00,0.0345,0.00304,21.4,1.00
1602,10.0,120,0.00,0.0327,0.00278,23.3,1.00
1604,10.0,127,0.00,0.0355,0.00219,23.4,1.00
1607,11.0,162,0.00,0.0468,0.00331,35.4,1.00
1608,8.00,113,0.00,0.0323,0.00182,19.2,1.00
1609,24.0,329,0.00,0.0981,0.00388,86.5,1.00
1612,9.00,106,0.00,0.0342,0.00179,28.7,1.00
1617,8.00,131,0.00,0.0666,0.00328,26.8,1.00
1618,23.0,343,0.00,0.0930,0.00655,62.9,1.00
1619,10.0,117,0.00,0.0367,0.00228,26.8,1.00
1621,28.0,0.00,-,-,-,-,-
1626,5.00,46.0,0.00,0.0144,0.00148,17.7,1.00
1627,12.0,0.00,-,-,-,-,-
1631,13.0,199,0.00,0.0615,0.00334,40.2,1.00
1639,17.0,316,0.00,0.0917,0.00650,51.7,1.00
1643,14.0,219,0.00,0.0617,0.00257,89.4,1.00
1645,4.00,26.0,0.00,0.00927,0.00159,11.8,1.00
1651,11.0,137,0.00,0.0645,0.00440,27.9,1.00
1653,17.0,0.00,-,-,-,-,-
1654,14.0,0.00,-,-,-,-,-
1656,8.00,106,0.00,0.0329,0.00652,39.0,1.00
1658,18.0,246,0.00,0.101,0.00463,73.2,1.00
1670,17.0,253,0.00,0.0762,0.00408,64.1,1.00
1673,15.0,204,0.00,0.0690,0.00255,44.0,1.00
1680,12.0,245,0.00,0.0724,0.00625,49.2,1.00
1683,18.0,265,0.00,0.0823,0.00415,47.4,1.00
1684,6.00,70.0,0.00,0.0221,0.00350,18.6,1.00
1685,13.0,189,0.00,0.0538,0.00659,39.2,1.00
